"ID";"QA";"Time";"Station";"Controller_Serial_Number";"Note";"Is_Re_Work";"isPaid"
2299;"a1956";"2019-11-19 15:49:16";"Firmware Update Station";"30N004000349";"Firmware updated SN: 30N004000349";0;0
2300;"a1956";"2019-11-19 15:49:17";"Firmware Update Station";"30N004000329";"Firmware updated SN: 30N004000329";0;0
2301;"a1956";"2019-11-19 15:49:18";"Firmware Update Station";"30N004000282";"Firmware updated SN: 30N004000282";0;0
2302;"a1956";"2019-11-19 15:49:19";"Firmware Update Station";"30N004000309";"Firmware updated SN: 30N004000309";0;0
2303;"a1956";"2019-11-19 15:49:20";"Firmware Update Station";"30N004000353";"Firmware updated SN: 30N004000353";0;0
2304;"a1956";"2019-11-19 15:49:21";"Firmware Update Station";"30N004000205";"Firmware updated SN: 30N004000205";0;0
2305;"a1956";"2019-11-19 15:49:22";"Firmware Update Station";"30N004000332";"Firmware updated SN: 30N004000332";0;0
2306;"a1956";"2019-11-19 15:49:23";"Firmware Update Station";"30N004000321";"Firmware updated SN: 30N004000321";0;0
2307;"a1956";"2019-11-19 15:49:23";"Firmware Update Station";"30N004000384";"Firmware updated SN: 30N004000384";0;0
2308;"a1956";"2019-11-19 15:49:26";"Firmware Update Station";"30N004000305";"Firmware updated SN: 30N004000305";0;0
2309;"a1956";"2019-11-19 15:49:27";"Firmware Update Station";"30N004000310";"Firmware updated SN: 30N004000310";0;0
2310;"a1956";"2019-11-19 15:49:28";"Firmware Update Station";"30N004000228";"Firmware updated SN: 30N004000228";0;0
2311;"a1956";"2019-11-19 15:49:29";"Firmware Update Station";"30N004000391";"Firmware updated SN: 30N004000391";0;0
2312;"a1956";"2019-11-19 15:49:30";"Firmware Update Station";"30N004000036";"Firmware updated SN: 30N004000036";0;0
2313;"a1956";"2019-11-19 15:49:31";"Firmware Update Station";"30N004000085";"Firmware updated SN: 30N004000085";0;0
2314;"a1956";"2019-11-19 15:49:32";"Firmware Update Station";"30N004000115";"Firmware updated SN: 30N004000115";0;0
2315;"a1956";"2019-11-19 15:49:33";"Firmware Update Station";"30N004000195";"Firmware updated SN: 30N004000195";0;0
2316;"a1956";"2019-11-19 15:49:34";"Firmware Update Station";"30N004000152";"Firmware updated SN: 30N004000152";0;0
2317;"a1956";"2019-11-19 15:49:36";"Firmware Update Station";"30N004000396";"Firmware updated SN: 30N004000396";0;0
2318;"a1956";"2019-11-19 15:49:37";"Firmware Update Station";"30N004000030";"Firmware updated SN: 30N004000030";0;0
2319;"a1956";"2019-11-19 15:49:38";"Firmware Update Station";"30N004000227";"Firmware updated SN: 30N004000227";0;0
2320;"a1956";"2019-11-19 15:49:39";"Firmware Update Station";"30N004000002";"Firmware updated SN: 30N004000002";0;0
2321;"a1956";"2019-11-19 15:49:40";"Firmware Update Station";"30N004000401";"Firmware updated SN: 30N004000401";0;0
2322;"a1956";"2019-11-20 09:50:04";"Added to waiting list burn in";"30N004000146";"Added to burn in system. SN: 30N004000146";0;0
2323;"a1956";"2019-11-20 09:50:05";"Added to waiting list burn in";"30N004000045";"Added to burn in system. SN: 30N004000045";0;0
2324;"a1956";"2019-11-20 09:50:06";"Added to waiting list burn in";"30N004000132";"Added to burn in system. SN: 30N004000132";0;0
2325;"a1956";"2019-11-20 09:50:07";"Added to waiting list burn in";"30N004000349";"Added to burn in system. SN: 30N004000349";0;0
2326;"a1956";"2019-11-20 09:50:07";"Added to waiting list burn in";"30N004000329";"Added to burn in system. SN: 30N004000329";0;0
2327;"a1956";"2019-11-20 09:50:08";"Added to waiting list burn in";"30N004000282";"Added to burn in system. SN: 30N004000282";0;0
2328;"a1956";"2019-11-20 09:50:09";"Added to waiting list burn in";"30N004000309";"Added to burn in system. SN: 30N004000309";0;0
2329;"a1956";"2019-11-20 09:50:10";"Added to waiting list burn in";"30N004000353";"Added to burn in system. SN: 30N004000353";0;0
2330;"a1956";"2019-11-20 09:50:11";"Added to waiting list burn in";"30N004000205";"Added to burn in system. SN: 30N004000205";0;0
2331;"a1956";"2019-11-20 09:50:13";"Added to waiting list burn in";"30N004000332";"Added to burn in system. SN: 30N004000332";0;0
2332;"a1956";"2019-11-20 09:50:15";"Added to waiting list burn in";"30N004000321";"Added to burn in system. SN: 30N004000321";0;0
2333;"a1956";"2019-11-20 09:50:16";"Added to waiting list burn in";"30N004000384";"Added to burn in system. SN: 30N004000384";0;0
2334;"a1956";"2019-11-20 09:50:17";"Added to waiting list burn in";"30N004000305";"Added to burn in system. SN: 30N004000305";0;0
2335;"a1956";"2019-11-20 09:50:18";"Added to waiting list burn in";"30N004000310";"Added to burn in system. SN: 30N004000310";0;0
2336;"a1956";"2019-11-20 09:50:19";"Added to waiting list burn in";"30N004000228";"Added to burn in system. SN: 30N004000228";0;0
2337;"a1956";"2019-11-20 09:50:20";"Added to waiting list burn in";"30N004000391";"Added to burn in system. SN: 30N004000391";0;0
2338;"a1956";"2019-11-20 09:50:22";"Added to waiting list burn in";"30N004000036";"Added to burn in system. SN: 30N004000036";0;0
2339;"a1956";"2019-11-20 09:50:23";"Added to waiting list burn in";"30N004000085";"Added to burn in system. SN: 30N004000085";0;0
2340;"a1956";"2019-11-20 09:50:24";"Added to waiting list burn in";"30N004000115";"Added to burn in system. SN: 30N004000115";0;0
2341;"a1956";"2019-11-20 09:50:25";"Added to waiting list burn in";"30N004000195";"Added to burn in system. SN: 30N004000195";0;0
2342;"a1956";"2019-11-20 09:50:26";"Added to waiting list burn in";"30N004000152";"Added to burn in system. SN: 30N004000152";0;0
2343;"a1956";"2019-11-20 09:50:28";"Added to waiting list burn in";"30N004000396";"Added to burn in system. SN: 30N004000396";0;0
2344;"a1956";"2019-11-20 09:50:28";"Added to waiting list burn in";"30N004000030";"Added to burn in system. SN: 30N004000030";0;0
2345;"a1956";"2019-11-20 09:50:30";"Added to waiting list burn in";"30N004000227";"Added to burn in system. SN: 30N004000227";0;0
2346;"a1956";"2019-11-20 09:50:31";"Added to waiting list burn in";"30N004000002";"Added to burn in system. SN: 30N004000002";0;0
2347;"a1956";"2019-11-20 09:50:32";"Added to waiting list burn in";"30N004000401";"Added to burn in system. SN: 30N004000401";0;0
2348;"a1956";"2019-11-20 09:50:54";"Added to waiting list burn in";"30N004000341";"Added to burn in system. SN: 30N004000341";0;0
2349;"a1956";"2019-11-20 09:50:55";"Added to waiting list burn in";"30N004000066";"Added to burn in system. SN: 30N004000066";0;0
2350;"a1956";"2019-11-20 09:50:56";"Added to waiting list burn in";"30N004000337";"Added to burn in system. SN: 30N004000337";0;0
2351;"a1956";"2019-11-20 09:50:57";"Added to waiting list burn in";"30N004000196";"Added to burn in system. SN: 30N004000196";0;0
2352;"a1956";"2019-11-20 09:50:58";"Added to waiting list burn in";"30N004000032";"Added to burn in system. SN: 30N004000032";0;0
2353;"a1956";"2019-11-20 09:50:59";"Added to waiting list burn in";"30N004000114";"Added to burn in system. SN: 30N004000114";0;0
2354;"a1956";"2019-11-20 09:50:59";"Added to waiting list burn in";"30N004000062";"Added to burn in system. SN: 30N004000062";0;0
2355;"a1956";"2019-11-20 09:51:00";"Added to waiting list burn in";"30N004000120";"Added to burn in system. SN: 30N004000120";0;0
2356;"a1956";"2019-11-20 09:51:03";"Added to waiting list burn in";"30N004000316";"Added to burn in system. SN: 30N004000316";0;0
2357;"a1956";"2019-11-20 09:51:04";"Added to waiting list burn in";"30N004000354";"Added to burn in system. SN: 30N004000354";0;0
2358;"a1956";"2019-11-20 09:51:05";"Added to waiting list burn in";"30N004000322";"Added to burn in system. SN: 30N004000322";0;0
2359;"a1956";"2019-11-20 09:51:07";"Added to waiting list burn in";"30N004000111";"Added to burn in system. SN: 30N004000111";0;0
2360;"a1956";"2019-11-20 09:51:08";"Added to waiting list burn in";"30N004000162";"Added to burn in system. SN: 30N004000162";0;0
2361;"a1956";"2019-11-20 09:51:09";"Added to waiting list burn in";"30N004000105";"Added to burn in system. SN: 30N004000105";0;0
2362;"a1956";"2019-11-20 09:51:11";"Added to waiting list burn in";"30N004000074";"Added to burn in system. SN: 30N004000074";0;0
2363;"a1956";"2019-11-20 09:51:12";"Added to waiting list burn in";"30N004000204";"Added to burn in system. SN: 30N004000204";0;0
2364;"a1956";"2019-11-20 09:51:13";"Added to waiting list burn in";"30N004000069";"Added to burn in system. SN: 30N004000069";0;0
2365;"a1956";"2019-11-20 09:51:14";"Added to waiting list burn in";"30N004000079";"Added to burn in system. SN: 30N004000079";0;0
2366;"a1956";"2019-11-20 09:51:14";"Added to waiting list burn in";"30N004000053";"Added to burn in system. SN: 30N004000053";0;0
2367;"a1956";"2019-11-20 09:51:15";"Added to waiting list burn in";"30N004000285";"Added to burn in system. SN: 30N004000285";0;0
2368;"a1956";"2019-11-20 09:51:16";"Added to waiting list burn in";"30N004000049";"Added to burn in system. SN: 30N004000049";0;0
2369;"a1956";"2019-11-20 09:51:18";"Added to waiting list burn in";"30N004000311";"Added to burn in system. SN: 30N004000311";0;0
2370;"a1956";"2019-11-20 09:51:20";"Added to waiting list burn in";"30N004000193";"Added to burn in system. SN: 30N004000193";0;0
2371;"a1956";"2019-11-20 09:51:21";"Added to waiting list burn in";"30N004000129";"Added to burn in system. SN: 30N004000129";0;0
2372;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000146";"Started Burn In Process SN 30N004000146";0;0
2373;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000045";"Started Burn In Process SN 30N004000045";0;0
2374;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000132";"Started Burn In Process SN 30N004000132";0;0
2375;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000349";"Started Burn In Process SN 30N004000349";0;0
2376;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000329";"Started Burn In Process SN 30N004000329";0;0
2377;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000282";"Started Burn In Process SN 30N004000282";0;0
2378;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000309";"Started Burn In Process SN 30N004000309";0;0
2379;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000353";"Started Burn In Process SN 30N004000353";0;0
2380;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000205";"Started Burn In Process SN 30N004000205";0;0
2381;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000332";"Started Burn In Process SN 30N004000332";0;0
2382;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000321";"Started Burn In Process SN 30N004000321";0;0
2383;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000384";"Started Burn In Process SN 30N004000384";0;0
2384;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000305";"Started Burn In Process SN 30N004000305";0;0
2385;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000310";"Started Burn In Process SN 30N004000310";0;0
2386;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000228";"Started Burn In Process SN 30N004000228";0;0
2387;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000391";"Started Burn In Process SN 30N004000391";0;0
2388;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000036";"Started Burn In Process SN 30N004000036";0;0
2389;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000085";"Started Burn In Process SN 30N004000085";0;0
2390;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000115";"Started Burn In Process SN 30N004000115";0;0
2391;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000195";"Started Burn In Process SN 30N004000195";0;0
2392;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000152";"Started Burn In Process SN 30N004000152";0;0
2393;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000396";"Started Burn In Process SN 30N004000396";0;0
2394;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000030";"Started Burn In Process SN 30N004000030";0;0
2395;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000227";"Started Burn In Process SN 30N004000227";0;0
2396;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000002";"Started Burn In Process SN 30N004000002";0;0
2397;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000401";"Started Burn In Process SN 30N004000401";0;0
2398;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000341";"Started Burn In Process SN 30N004000341";0;0
2399;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000066";"Started Burn In Process SN 30N004000066";0;0
2400;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000337";"Started Burn In Process SN 30N004000337";0;0
2401;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000196";"Started Burn In Process SN 30N004000196";0;0
2402;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000032";"Started Burn In Process SN 30N004000032";0;0
2403;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000114";"Started Burn In Process SN 30N004000114";0;0
2404;"a1956";"2019-11-20 10:15:34";"Burn In Station";"30N004000062";"Started Burn In Process SN 30N004000062";0;0
2405;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000120";"Started Burn In Process SN 30N004000120";0;0
2406;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000316";"Started Burn In Process SN 30N004000316";0;0
2407;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000354";"Started Burn In Process SN 30N004000354";0;0
2408;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000322";"Started Burn In Process SN 30N004000322";0;0
2409;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000111";"Started Burn In Process SN 30N004000111";0;0
2410;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000162";"Started Burn In Process SN 30N004000162";0;0
2411;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000105";"Started Burn In Process SN 30N004000105";0;0
2412;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000074";"Started Burn In Process SN 30N004000074";0;0
2413;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000204";"Started Burn In Process SN 30N004000204";0;0
2414;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000069";"Started Burn In Process SN 30N004000069";0;0
2415;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000079";"Started Burn In Process SN 30N004000079";0;0
2416;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000053";"Started Burn In Process SN 30N004000053";0;0
2417;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000285";"Started Burn In Process SN 30N004000285";0;0
2418;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000049";"Started Burn In Process SN 30N004000049";0;0
2419;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000311";"Started Burn In Process SN 30N004000311";0;0
2420;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000193";"Started Burn In Process SN 30N004000193";0;0
2421;"a1956";"2019-11-20 10:15:35";"Burn In Station";"30N004000129";"Started Burn In Process SN 30N004000129";0;0
2422;"a1956";"2019-11-21 13:08:07";"Result Station";"30N004000341";"Marked Passed!";0;0
2423;"a1956";"2019-11-21 13:08:10";"Result Station";"30N004000066";"Marked Passed!";0;0
2424;"a1956";"2019-11-21 13:08:11";"Result Station";"30N004000337";"Marked Passed!";0;0
2425;"a1956";"2019-11-21 13:08:12";"Result Station";"30N004000196";"Marked Passed!";0;0
2426;"a1956";"2019-11-21 13:08:12";"Result Station";"30N004000032";"Marked Passed!";0;0
2427;"a1956";"2019-11-21 13:08:13";"Result Station";"30N004000114";"Marked Passed!";0;0
2428;"a1956";"2019-11-21 13:08:14";"Result Station";"30N004000062";"Marked Passed!";0;0
2429;"a1956";"2019-11-21 13:08:15";"Result Station";"30N004000120";"Marked Passed!";0;0
2430;"a1956";"2019-11-21 13:08:21";"Result Station";"30N004000316";"Marked Passed!";0;0
2431;"a1956";"2019-11-21 13:08:22";"Result Station";"30N004000354";"Marked Passed!";0;0
2432;"a1956";"2019-11-21 13:08:23";"Result Station";"30N004000322";"Marked Passed!";0;0
2433;"a1956";"2019-11-21 13:08:24";"Result Station";"30N004000111";"Marked Passed!";0;0
2434;"a1956";"2019-11-21 13:08:25";"Result Station";"30N004000162";"Marked Passed!";0;0
2435;"a1956";"2019-11-21 13:08:26";"Result Station";"30N004000105";"Marked Passed!";0;0
2436;"a1956";"2019-11-21 13:08:28";"Result Station";"30N004000074";"Marked Passed!";0;0
2437;"a1956";"2019-11-21 13:08:30";"Result Station";"30N004000204";"Marked Passed!";0;0
2438;"a1956";"2019-11-21 13:08:33";"Result Station";"30N004000069";"Marked Passed!";0;0
2439;"a1956";"2019-11-21 13:08:34";"Result Station";"30N004000079";"Marked Passed!";0;0
2440;"a1956";"2019-11-21 13:08:34";"Result Station";"30N004000053";"Marked Passed!";0;0
2441;"a1956";"2019-11-21 13:08:35";"Result Station";"30N004000285";"Marked Passed!";0;0
2442;"a1956";"2019-11-21 13:08:36";"Result Station";"30N004000049";"Marked Passed!";0;0
2443;"a1956";"2019-11-21 13:08:37";"Result Station";"30N004000311";"Marked Passed!";0;0
2444;"a1956";"2019-11-21 13:08:38";"Result Station";"30N004000193";"Marked Passed!";0;0
2445;"a1956";"2019-11-21 13:08:40";"Result Station";"30N004000129";"Marked Passed!";0;0
2446;"a1956";"2019-11-21 13:09:00";"Result Station";"30N004000309";"Marked Passed!";0;0
2447;"a1956";"2019-11-21 13:09:01";"Result Station";"30N004000282";"Marked Passed!";0;0
2448;"a1956";"2019-11-21 13:09:01";"Result Station";"30N004000329";"Marked Passed!";0;0
2449;"a1956";"2019-11-21 13:09:02";"Result Station";"30N004000349";"Marked Passed!";0;0
2450;"a1956";"2019-11-21 13:09:03";"Result Station";"30N004000132";"Marked Passed!";0;0
2451;"a1956";"2019-11-21 13:09:03";"Result Station";"30N004000045";"Marked Passed!";0;0
2452;"a1956";"2019-11-21 13:09:04";"Result Station";"30N004000146";"Marked Passed!";0;0
2453;"a1956";"2019-11-21 13:09:05";"Result Station";"30N004000310";"Marked Passed!";0;0
2454;"a1956";"2019-11-21 13:09:06";"Result Station";"30N004000305";"Marked Passed!";0;0
2455;"a1956";"2019-11-21 13:09:07";"Result Station";"30N004000384";"Marked Passed!";0;0
2456;"a1956";"2019-11-21 13:09:07";"Result Station";"30N004000321";"Marked Passed!";0;0
2457;"a1956";"2019-11-21 13:09:08";"Result Station";"30N004000332";"Marked Passed!";0;0
2458;"a1956";"2019-11-21 13:09:09";"Result Station";"30N004000205";"Marked Passed!";0;0
2459;"a1956";"2019-11-21 13:09:10";"Result Station";"30N004000353";"Marked Passed!";0;0
2460;"a1956";"2019-11-21 13:09:11";"Result Station";"30N004000152";"Marked Passed!";0;0
2461;"a1956";"2019-11-21 13:09:13";"Result Station";"30N004000195";"Marked Passed!";0;0
2462;"a1956";"2019-11-21 13:09:14";"Result Station";"30N004000115";"Marked Passed!";0;0
2463;"a1956";"2019-11-21 13:09:14";"Result Station";"30N004000085";"Marked Passed!";0;0
2464;"a1956";"2019-11-21 13:09:15";"Result Station";"30N004000036";"Marked Passed!";0;0
2465;"a1956";"2019-11-21 13:09:16";"Result Station";"30N004000391";"Marked Passed!";0;0
2466;"a1956";"2019-11-21 13:09:16";"Result Station";"30N004000228";"Marked Passed!";0;0
2467;"a1956";"2019-11-21 13:09:17";"Result Station";"30N004000401";"Marked Passed!";0;0
2468;"a1956";"2019-11-21 13:09:18";"Result Station";"30N004000002";"Marked Passed!";0;0
2469;"a1956";"2019-11-21 13:09:19";"Result Station";"30N004000227";"Marked Passed!";0;0
2470;"a1956";"2019-11-21 13:09:20";"Result Station";"30N004000030";"Marked Passed!";0;0
2471;"a1956";"2019-11-21 13:09:21";"Result Station";"30N004000396";"Marked Passed!";0;0
2472;"a1956";"2019-11-21 13:15:04";"Re_Work Station";"30N004000230";"Update to new firmware.";1;0
2473;"a1956";"2019-11-21 13:15:06";"Re_Work Station";"30N004000093";"Update to new firmware.";1;0
2474;"a1956";"2019-11-21 13:15:07";"Re_Work Station";"30N004000081";"Update to new firmware.";1;0
2475;"a1956";"2019-11-21 13:15:08";"Re_Work Station";"30N004000313";"Update to new firmware.";1;0
2476;"a1956";"2019-11-21 13:15:09";"Re_Work Station";"30N004000213";"Update to new firmware.";1;0
2477;"a1956";"2019-11-21 13:15:14";"Re_Work Station";"30N004000395";"Update to new firmware.";1;0
2478;"a1956";"2019-11-21 13:15:15";"Re_Work Station";"30N004000367";"Update to new firmware.";1;0
2479;"a1956";"2019-11-21 13:15:19";"Re_Work Station";"30N004000143";"Update to new firmware.";1;0
2480;"a1956";"2019-11-21 13:15:19";"Re_Work Station";"30N004000198";"Update to new firmware.";1;0
2481;"a1956";"2019-11-21 13:15:20";"Re_Work Station";"30N004000020";"Update to new firmware.";1;0
2482;"a1956";"2019-11-21 13:15:22";"Re_Work Station";"30N004000091";"Update to new firmware.";1;0
2483;"a1956";"2019-11-21 13:15:22";"Re_Work Station";"30N004000189";"Update to new firmware.";1;0
2484;"a1956";"2019-11-21 13:15:23";"Re_Work Station";"30N004000101";"Update to new firmware.";1;0
2485;"a1956";"2019-11-21 13:15:24";"Re_Work Station";"30N004000139";"Update to new firmware.";1;0
2486;"a1956";"2019-11-21 13:15:26";"Re_Work Station";"30N004000140";"Update to new firmware.";1;0
2487;"a1956";"2019-11-21 13:15:27";"Re_Work Station";"30N004000013";"Update to new firmware.";1;0
2488;"a1956";"2019-11-21 13:15:28";"Re_Work Station";"30N004000206";"Update to new firmware.";1;0
2489;"a1956";"2019-11-21 13:15:29";"Re_Work Station";"30N004000128";"Update to new firmware.";1;0
2490;"a1956";"2019-11-21 13:15:30";"Re_Work Station";"30N004000374";"Update to new firmware.";1;0
2491;"a1956";"2019-11-21 13:15:31";"Re_Work Station";"30N004000306";"Update to new firmware.";1;0
2492;"a1956";"2019-11-21 13:15:42";"Assembly Station";"30N004000230";"Assembler Controller Serial Number : 30N004000230";0;0
2493;"a1956";"2019-11-21 13:15:43";"Assembly Station";"30N004000093";"Assembler Controller Serial Number : 30N004000093";0;0
2494;"a1956";"2019-11-21 13:15:43";"Assembly Station";"30N004000081";"Assembler Controller Serial Number : 30N004000081";0;0
2495;"a1956";"2019-11-21 13:15:45";"Assembly Station";"30N004000313";"Assembler Controller Serial Number : 30N004000313";0;0
2496;"a1956";"2019-11-21 13:15:45";"Assembly Station";"30N004000213";"Assembler Controller Serial Number : 30N004000213";0;0
2497;"a1956";"2019-11-21 13:15:46";"Assembly Station";"30N004000395";"Assembler Controller Serial Number : 30N004000395";0;0
2498;"a1956";"2019-11-21 13:15:47";"Assembly Station";"30N004000367";"Assembler Controller Serial Number : 30N004000367";0;0
2499;"a1956";"2019-11-21 13:15:48";"Assembly Station";"30N004000143";"Assembler Controller Serial Number : 30N004000143";0;0
2500;"a1956";"2019-11-21 13:15:48";"Assembly Station";"30N004000198";"Assembler Controller Serial Number : 30N004000198";0;0
2501;"a1956";"2019-11-21 13:15:49";"Assembly Station";"30N004000020";"Assembler Controller Serial Number : 30N004000020";0;0
2502;"a1956";"2019-11-21 13:15:50";"Assembly Station";"30N004000091";"Assembler Controller Serial Number : 30N004000091";0;0
2503;"a1956";"2019-11-21 13:15:51";"Assembly Station";"30N004000189";"Assembler Controller Serial Number : 30N004000189";0;0
2504;"a1956";"2019-11-21 13:15:52";"Assembly Station";"30N004000101";"Assembler Controller Serial Number : 30N004000101";0;0
2505;"a1956";"2019-11-21 13:15:53";"Assembly Station";"30N004000139";"Assembler Controller Serial Number : 30N004000139";0;0
2506;"a1956";"2019-11-21 13:15:55";"Assembly Station";"30N004000140";"Assembler Controller Serial Number : 30N004000140";0;0
2507;"a1956";"2019-11-21 13:15:56";"Assembly Station";"30N004000013";"Assembler Controller Serial Number : 30N004000013";0;0
2508;"a1956";"2019-11-21 13:15:57";"Assembly Station";"30N004000206";"Assembler Controller Serial Number : 30N004000206";0;0
2509;"a1956";"2019-11-21 13:15:58";"Assembly Station";"30N004000128";"Assembler Controller Serial Number : 30N004000128";0;0
2510;"a1956";"2019-11-21 13:15:59";"Assembly Station";"30N004000374";"Assembler Controller Serial Number : 30N004000374";0;0
2511;"a1956";"2019-11-21 13:16:00";"Assembly Station";"30N004000306";"Assembler Controller Serial Number : 30N004000306";0;0
2512;"a1956";"2019-11-21 13:16:16";"Firmware Update Station";"30N004000230";"Firmware updated SN: 30N004000230";0;0
2513;"a1956";"2019-11-21 13:16:19";"Firmware Update Station";"30N004000093";"Firmware updated SN: 30N004000093";0;0
2514;"a1956";"2019-11-21 13:16:21";"Firmware Update Station";"30N004000081";"Firmware updated SN: 30N004000081";0;0
2515;"a1956";"2019-11-21 13:16:22";"Firmware Update Station";"30N004000313";"Firmware updated SN: 30N004000313";0;0
2516;"a1956";"2019-11-21 13:16:22";"Firmware Update Station";"30N004000213";"Firmware updated SN: 30N004000213";0;0
2517;"a1956";"2019-11-21 13:16:23";"Firmware Update Station";"30N004000395";"Firmware updated SN: 30N004000395";0;0
2518;"a1956";"2019-11-21 13:16:24";"Firmware Update Station";"30N004000367";"Firmware updated SN: 30N004000367";0;0
2519;"a1956";"2019-11-21 13:16:24";"Firmware Update Station";"30N004000143";"Firmware updated SN: 30N004000143";0;0
2520;"a1956";"2019-11-21 13:16:25";"Firmware Update Station";"30N004000198";"Firmware updated SN: 30N004000198";0;0
2521;"a1956";"2019-11-21 13:16:27";"Firmware Update Station";"30N004000020";"Firmware updated SN: 30N004000020";0;0
2522;"a1956";"2019-11-21 13:16:28";"Firmware Update Station";"30N004000091";"Firmware updated SN: 30N004000091";0;0
2523;"a1956";"2019-11-21 13:16:29";"Firmware Update Station";"30N004000189";"Firmware updated SN: 30N004000189";0;0
2524;"a1956";"2019-11-21 13:16:30";"Firmware Update Station";"30N004000101";"Firmware updated SN: 30N004000101";0;0
2525;"a1956";"2019-11-21 13:16:30";"Firmware Update Station";"30N004000139";"Firmware updated SN: 30N004000139";0;0
2526;"a1956";"2019-11-21 13:16:31";"Firmware Update Station";"30N004000140";"Firmware updated SN: 30N004000140";0;0
2527;"a1956";"2019-11-21 13:16:33";"Firmware Update Station";"30N004000013";"Firmware updated SN: 30N004000013";0;0
2528;"a1956";"2019-11-21 13:16:33";"Firmware Update Station";"30N004000206";"Firmware updated SN: 30N004000206";0;0
2529;"a1956";"2019-11-21 13:16:35";"Firmware Update Station";"30N004000128";"Firmware updated SN: 30N004000128";0;0
2530;"a1956";"2019-11-21 13:16:35";"Firmware Update Station";"30N004000374";"Firmware updated SN: 30N004000374";0;0
2531;"a1956";"2019-11-21 13:16:36";"Firmware Update Station";"30N004000306";"Firmware updated SN: 30N004000306";0;0
2532;"a1956";"2019-11-21 13:17:37";"Re_Work Station";"30N004000234";"Update to new firmware";1;0
2533;"a1956";"2019-11-21 13:17:41";"Re_Work Station";"30N004000325";"Update to new firmware";1;0
2534;"a1956";"2019-11-21 13:17:43";"Re_Work Station";"30N004000188";"Update to new firmware";1;0
2535;"a1956";"2019-11-21 13:17:47";"Re_Work Station";"30N004000314";"Update to new firmware";1;0
2536;"a1956";"2019-11-21 13:17:48";"Re_Work Station";"30N004000068";"Update to new firmware";1;0
2537;"a1956";"2019-11-21 13:17:52";"Re_Work Station";"30N004000375";"Update to new firmware";1;0
2538;"a1956";"2019-11-21 13:17:53";"Re_Work Station";"30N004000103";"Update to new firmware";1;0
2539;"a1956";"2019-11-21 13:17:55";"Re_Work Station";"30N004000226";"Update to new firmware";1;0
2540;"a1956";"2019-11-21 13:17:57";"Re_Work Station";"30N004000334";"Update to new firmware";1;0
2541;"a1956";"2019-11-21 13:17:59";"Re_Work Station";"30N004000323";"Update to new firmware";1;0
